department_id,department_name,date_key,fiscal_year,fiscal_period,budget_category,monthly_budget,actual_spend,committed_amount,funding_source,last_updated_date,budget_variance,budget_utilization_pct,budget_variance_pct,is_over_budget
3,Facilities Management,20230701,2024,1,Maintenance Supplies,98260.16,95035.09,8718.45,Operating Fund,2025-06-30,3225.07,96.72,3.28,False
3,Facilities Management,20230801,2024,2,Maintenance Supplies,103571.52,93289.32,3483.73,Operating Fund,2025-06-30,10282.2,90.07,9.93,False
3,Facilities Management,20230901,2024,3,Maintenance Supplies,106227.2,97363.4,8819.75,Operating Fund,2025-06-30,8863.8,91.66,8.34,False
3,Facilities Management,20231001,2024,4,Maintenance Supplies,107555.04,93459.83,5448.83,Operating Fund,2025-06-30,14095.21,86.89,13.11,False
3,Facilities Management,20231101,2024,5,Maintenance Supplies,110210.72,106620.14,2514.29,Operating Fund,2025-06-30,3590.58,96.74,3.26,False
3,Facilities Management,20231201,2024,6,Maintenance Supplies,115522.08,107758.22,5240.47,Operating Fund,2025-06-30,7763.86,93.28,6.72,False
3,Facilities Management,20240101,2024,7,Maintenance Supplies,104899.36,92757.12,8137.69,Operating Fund,2025-06-30,12142.24,88.42,11.58,False
3,Facilities Management,20240201,2024,8,Maintenance Supplies,107555.04,102502.17,6324.67,Operating Fund,2025-06-30,5052.87,95.3,4.7,False
3,Facilities Management,20240301,2024,9,Maintenance Supplies,111538.56,106307.4,4483.75,Operating Fund,2025-06-30,5231.16,95.31,4.69,False
3,Facilities Management,20240401,2024,10,Maintenance Supplies,114194.24,108402.39,6285.84,Operating Fund,2025-06-30,5791.85,94.93,5.07,False
3,Facilities Management,20240501,2024,11,Maintenance Supplies,119505.6,114365.4,10048.85,Operating Fund,2025-06-30,5140.2,95.7,4.3,False
3,Facilities Management,20240601,2024,12,Maintenance Supplies,128800.48,123669.91,6780.86,Operating Fund,2025-06-30,5130.57,96.02,3.98,False
3,Facilities Management,20230701,2024,1,Utilities,73695.12,71983.69,3479.99,Operating Fund,2025-06-30,1711.43,97.68,2.32,False
3,Facilities Management,20230801,2024,2,Utilities,77678.64,74075.27,5631.87,Operating Fund,2025-06-30,3603.37,95.36,4.64,False
3,Facilities Management,20230901,2024,3,Utilities,79670.4,75599.53,5373.42,Operating Fund,2025-06-30,4070.87,94.89,5.11,False
3,Facilities Management,20231001,2024,4,Utilities,80666.28,71593.41,4341.95,Operating Fund,2025-06-30,9072.87,88.75,11.25,False
3,Facilities Management,20231101,2024,5,Utilities,82658.04,74769.54,5622.88,Operating Fund,2025-06-30,7888.5,90.46,9.54,False
3,Facilities Management,20231201,2024,6,Utilities,86641.56,85648.1,4962.93,Operating Fund,2025-06-30,993.46,98.85,1.15,False
3,Facilities Management,20240101,2024,7,Utilities,78674.52,76293.44,6334.21,Operating Fund,2025-06-30,2381.08,96.97,3.03,False
3,Facilities Management,20240201,2024,8,Utilities,80666.28,72390.41,2285.4,Operating Fund,2025-06-30,8275.87,89.74,10.26,False
3,Facilities Management,20240301,2024,9,Utilities,83653.92,79624.51,7252.2,Operating Fund,2025-06-30,4029.41,95.18,4.82,False
3,Facilities Management,20240401,2024,10,Utilities,85645.68,80766.54,4139.71,Operating Fund,2025-06-30,4879.14,94.3,5.7,False
3,Facilities Management,20240501,2024,11,Utilities,89629.2,78920.28,4769.2,Operating Fund,2025-06-30,10708.92,88.05,11.95,False
3,Facilities Management,20240601,2024,12,Utilities,96600.36,89483.09,5243.26,Operating Fund,2025-06-30,7117.27,92.63,7.37,False
3,Facilities Management,20230701,2024,1,Contract Services,61412.6,56813.49,1749.92,Operating Fund,2025-06-30,4599.11,92.51,7.49,False
3,Facilities Management,20230801,2024,2,Contract Services,64732.2,60288.85,3656.04,Operating Fund,2025-06-30,4443.35,93.14,6.86,False
3,Facilities Management,20230901,2024,3,Contract Services,66392.0,60472.08,2522.67,Operating Fund,2025-06-30,5919.92,91.08,8.92,False
3,Facilities Management,20231001,2024,4,Contract Services,67221.9,66558.48,2947.48,Operating Fund,2025-06-30,663.42,99.01,0.99,False
3,Facilities Management,20231101,2024,5,Contract Services,68881.7,67880.82,3309.83,Operating Fund,2025-06-30,1000.88,98.55,1.45,False
3,Facilities Management,20231201,2024,6,Contract Services,72201.3,66524.75,3528.68,Operating Fund,2025-06-30,5676.55,92.14,7.86,False
3,Facilities Management,20240101,2024,7,Contract Services,65562.1,59446.81,2023.25,Operating Fund,2025-06-30,6115.29,90.67,9.33,False
3,Facilities Management,20240201,2024,8,Contract Services,67221.9,60733.01,4747.09,Operating Fund,2025-06-30,6488.89,90.35,9.65,False
3,Facilities Management,20240301,2024,9,Contract Services,69711.6,68347.38,3975.97,Operating Fund,2025-06-30,1364.22,98.04,1.96,False
3,Facilities Management,20240401,2024,10,Contract Services,71371.4,67598.42,3327.12,Operating Fund,2025-06-30,3772.98,94.71,5.29,False
3,Facilities Management,20240501,2024,11,Contract Services,74691.0,68319.91,3735.19,Operating Fund,2025-06-30,6371.09,91.47,8.53,False
3,Facilities Management,20240601,2024,12,Contract Services,80500.3,72972.49,3681.42,Operating Fund,2025-06-30,7527.81,90.65,9.35,False
3,Facilities Management,20240701,2025,1,Personnel,394568.0,360756.02,10226.03,Operating Fund,2025-06-30,33811.98,91.43,8.57,False
3,Facilities Management,20240801,2025,2,Personnel,415896.0,405762.08,9566.91,Operating Fund,2025-06-30,10133.92,97.56,2.44,False
3,Facilities Management,20240901,2025,3,Personnel,426560.0,410574.53,32402.05,Operating Fund,2025-06-30,15985.47,96.25,3.75,False
3,Facilities Management,20241001,2025,4,Personnel,431892.0,414752.73,11613.67,Operating Fund,2025-06-30,17139.27,96.03,3.97,False
3,Facilities Management,20241101,2025,5,Personnel,442556.0,433598.93,32210.04,Operating Fund,2025-06-30,8957.07,97.98,2.02,False
3,Facilities Management,20241201,2025,6,Personnel,463884.0,456545.33,19176.97,Operating Fund,2025-06-30,7338.67,98.42,1.58,False
3,Facilities Management,20250101,2025,7,Personnel,421228.0,392449.86,14933.54,Operating Fund,2025-06-30,28778.14,93.17,6.83,False
3,Facilities Management,20250201,2025,8,Personnel,431892.0,453344.83,31448.32,Operating Fund,2025-06-30,-21452.83,104.97,-4.97,True
3,Facilities Management,20250301,2025,9,Personnel,447888.0,429116.74,29942.02,Operating Fund,2025-06-30,18771.26,95.81,4.19,False
3,Facilities Management,20250401,2025,10,Personnel,458552.0,420728.72,19590.24,Operating Fund,2025-06-30,37823.28,91.75,8.25,False
3,Facilities Management,20250501,2025,11,Personnel,479880.0,432507.07,40059.36,Operating Fund,2025-06-30,47372.93,90.13,9.87,False
3,Facilities Management,20250601,2025,12,Personnel,517204.0,508583.15,32465.06,Operating Fund,2025-06-30,8620.85,98.33,1.67,False
3,Facilities Management,20240701,2025,1,Maintenance Supplies,101824.0,96279.16,4745.37,Operating Fund,2025-06-30,5544.84,94.55,5.45,False
3,Facilities Management,20240801,2025,2,Maintenance Supplies,107328.0,106501.05,5678.74,Operating Fund,2025-06-30,826.95,99.23,0.77,False
3,Facilities Management,20240901,2025,3,Maintenance Supplies,110080.0,96967.53,7110.93,Operating Fund,2025-06-30,13112.47,88.09,11.91,False
3,Facilities Management,20241001,2025,4,Maintenance Supplies,111456.0,109181.34,9717.29,Operating Fund,2025-06-30,2274.66,97.96,2.04,False
3,Facilities Management,20241101,2025,5,Maintenance Supplies,114208.0,114272.37,7794.88,Operating Fund,2025-06-30,-64.37,100.06,-0.06,True
3,Facilities Management,20241201,2025,6,Maintenance Supplies,119712.0,117610.2,6092.64,Operating Fund,2025-06-30,2101.8,98.24,1.76,False
3,Facilities Management,20250101,2025,7,Maintenance Supplies,108704.0,102350.87,4970.25,Operating Fund,2025-06-30,6353.13,94.16,5.84,False
3,Facilities Management,20250201,2025,8,Maintenance Supplies,111456.0,102946.21,4696.74,Operating Fund,2025-06-30,8509.79,92.36,7.64,False
3,Facilities Management,20250301,2025,9,Maintenance Supplies,115584.0,113688.22,6586.79,Operating Fund,2025-06-30,1895.78,98.36,1.64,False
3,Facilities Management,20250401,2025,10,Maintenance Supplies,118336.0,114470.02,5636.24,Operating Fund,2025-06-30,3865.98,96.73,3.27,False
3,Facilities Management,20250501,2025,11,Maintenance Supplies,123840.0,122795.01,4743.07,Operating Fund,2025-06-30,1044.99,99.16,0.84,False
3,Facilities Management,20250601,2025,12,Maintenance Supplies,133472.0,123898.02,5106.02,Operating Fund,2025-06-30,9573.98,92.83,7.17,False
3,Facilities Management,20240701,2025,1,Utilities,76368.0,70634.18,3747.53,Operating Fund,2025-06-30,5733.82,92.49,7.51,False
3,Facilities Management,20240801,2025,2,Utilities,80496.0,76684.01,2078.64,Operating Fund,2025-06-30,3811.99,95.26,4.74,False
3,Facilities Management,20240901,2025,3,Utilities,82560.0,82402.26,3552.19,Operating Fund,2025-06-30,157.74,99.81,0.19,False
3,Facilities Management,20241001,2025,4,Utilities,83592.0,79047.2,3180.62,Operating Fund,2025-06-30,4544.8,94.56,5.44,False
3,Facilities Management,20241101,2025,5,Utilities,85656.0,81664.89,1774.19,Operating Fund,2025-06-30,3991.11,95.34,4.66,False
3,Facilities Management,20241201,2025,6,Utilities,89784.0,85553.64,3562.75,Operating Fund,2025-06-30,4230.36,95.29,4.71,False
3,Facilities Management,20250101,2025,7,Utilities,81528.0,82595.78,3623.02,Operating Fund,2025-06-30,-1067.78,101.31,-1.31,True
3,Facilities Management,20250201,2025,8,Utilities,83592.0,78095.01,2585.81,Operating Fund,2025-06-30,5496.99,93.42,6.58,False
3,Facilities Management,20250301,2025,9,Utilities,86688.0,84331.44,2612.81,Operating Fund,2025-06-30,2356.56,97.28,2.72,False
3,Facilities Management,20250401,2025,10,Utilities,88752.0,87929.94,7020.62,Operating Fund,2025-06-30,822.06,99.07,0.93,False
3,Facilities Management,20250501,2025,11,Utilities,92880.0,86864.52,3662.24,Operating Fund,2025-06-30,6015.48,93.52,6.48,False
3,Facilities Management,20250601,2025,12,Utilities,100104.0,94917.12,8706.57,Operating Fund,2025-06-30,5186.88,94.82,5.18,False
3,Facilities Management,20240701,2025,1,Contract Services,63640.0,62158.61,4161.79,Operating Fund,2025-06-30,1481.39,97.67,2.33,False
3,Facilities Management,20240801,2025,2,Contract Services,67080.0,62906.44,1810.35,Operating Fund,2025-06-30,4173.56,93.78,6.22,False
3,Facilities Management,20240901,2025,3,Contract Services,68800.0,66088.48,3590.26,Operating Fund,2025-06-30,2711.52,96.06,3.94,False
3,Facilities Management,20241001,2025,4,Contract Services,69660.0,64760.35,1807.81,Operating Fund,2025-06-30,4899.65,92.97,7.03,False
3,Facilities Management,20241101,2025,5,Contract Services,71380.0,70407.13,4568.79,Operating Fund,2025-06-30,972.87,98.64,1.36,False
3,Facilities Management,20241201,2025,6,Contract Services,74820.0,71675.7,4933.21,Operating Fund,2025-06-30,3144.3,95.8,4.2,False
3,Facilities Management,20250101,2025,7,Contract Services,67940.0,65293.56,3222.34,Operating Fund,2025-06-30,2646.44,96.1,3.9,False
3,Facilities Management,20250201,2025,8,Contract Services,69660.0,65909.32,3252.89,Operating Fund,2025-06-30,3750.68,94.62,5.38,False
3,Facilities Management,20250301,2025,9,Contract Services,72240.0,69272.0,5740.54,Operating Fund,2025-06-30,2968.0,95.89,4.11,False
3,Facilities Management,20250401,2025,10,Contract Services,73960.0,69841.7,2788.27,Operating Fund,2025-06-30,4118.3,94.43,5.57,False
3,Facilities Management,20250501,2025,11,Contract Services,77400.0,74175.5,2886.57,Operating Fund,2025-06-30,3224.5,95.83,4.17,False
3,Facilities Management,20250601,2025,12,Contract Services,83420.0,83111.21,6594.7,Operating Fund,2025-06-30,308.79,99.63,0.37,False
4,Information Technology,20230701,2024,1,Personnel,318774.24,311728.22,9123.68,Operating Fund,2025-06-30,7046.02,97.79,2.21,False
4,Information Technology,20230801,2024,2,Personnel,336005.28,319527.56,28056.54,Operating Fund,2025-06-30,16477.72,95.1,4.9,False
4,Information Technology,20230901,2024,3,Personnel,344620.8,320145.05,28184.11,Operating Fund,2025-06-30,24475.75,92.9,7.1,False
4,Information Technology,20231001,2024,4,Personnel,348928.56,329847.81,7405.24,Operating Fund,2025-06-30,19080.75,94.53,5.47,False
4,Information Technology,20231101,2024,5,Personnel,357544.08,333050.96,28454.02,Operating Fund,2025-06-30,24493.12,93.15,6.85,False
4,Information Technology,20231201,2024,6,Personnel,374775.12,356850.61,18330.85,Operating Fund,2025-06-30,17924.51,95.22,4.78,False
4,Information Technology,20240101,2024,7,Personnel,340313.04,331790.74,16304.88,Operating Fund,2025-06-30,8522.3,97.5,2.5,False
4,Information Technology,20240201,2024,8,Personnel,348928.56,350633.28,14473.94,Operating Fund,2025-06-30,-1704.72,100.49,-0.49,True
4,Information Technology,20240301,2024,9,Personnel,361851.84,357923.79,27539.91,Operating Fund,2025-06-30,3928.05,98.91,1.09,False
4,Information Technology,20240401,2024,10,Personnel,370467.36,358621.13,13910.91,Operating Fund,2025-06-30,11846.23,96.8,3.2,False
4,Information Technology,20240501,2024,11,Personnel,387698.4,361552.53,21315.19,Operating Fund,2025-06-30,26145.87,93.26,6.74,False
4,Information Technology,20240601,2024,12,Personnel,417852.72,403777.92,26727.85,Operating Fund,2025-06-30,14074.8,96.63,3.37,False
4,Information Technology,20230701,2024,1,Software,82264.32,77140.08,4054.52,Operating Fund,2025-06-30,5124.24,93.77,6.23,False
4,Information Technology,20230801,2024,2,Software,86711.04,77027.79,2480.36,Operating Fund,2025-06-30,9683.25,88.83,11.17,False
4,Information Technology,20230901,2024,3,Software,88934.4,84589.85,2996.52,Operating Fund,2025-06-30,4344.55,95.11,4.89,False
4,Information Technology,20231001,2024,4,Software,90046.08,86167.03,3296.94,Operating Fund,2025-06-30,3879.05,95.69,4.31,False
4,Information Technology,20231101,2024,5,Software,92269.44,87710.88,4716.17,Operating Fund,2025-06-30,4558.56,95.06,4.94,False
4,Information Technology,20231201,2024,6,Software,96716.16,94945.47,8700.5,Operating Fund,2025-06-30,1770.69,98.17,1.83,False
4,Information Technology,20240101,2024,7,Software,87822.72,86350.86,6724.56,Operating Fund,2025-06-30,1471.86,98.32,1.68,False
4,Information Technology,20240201,2024,8,Software,90046.08,88060.13,6482.03,Operating Fund,2025-06-30,1985.95,97.79,2.21,False
4,Information Technology,20240301,2024,9,Software,93381.12,96214.35,1975.26,Operating Fund,2025-06-30,-2833.23,103.03,-3.03,True
4,Information Technology,20240401,2024,10,Software,95604.48,92040.07,1977.02,Operating Fund,2025-06-30,3564.41,96.27,3.73,False
4,Information Technology,20240501,2024,11,Software,100051.2,92323.18,8146.22,Operating Fund,2025-06-30,7728.02,92.28,7.72,False
4,Information Technology,20240601,2024,12,Software,107832.96,104643.13,3004.94,Operating Fund,2025-06-30,3189.83,97.04,2.96,False
4,Information Technology,20230701,2024,1,Hardware,61698.24,58292.53,5449.03,Operating Fund,2025-06-30,3405.71,94.48,5.52,False
4,Information Technology,20230801,2024,2,Hardware,65033.28,59528.66,5824.63,Operating Fund,2025-06-30,5504.62,91.54,8.46,False
4,Information Technology,20230901,2024,3,Hardware,66700.8,64156.71,1789.12,Operating Fund,2025-06-30,2544.09,96.19,3.81,False
4,Information Technology,20231001,2024,4,Hardware,67534.56,65950.28,2220.62,Operating Fund,2025-06-30,1584.28,97.65,2.35,False
4,Information Technology,20231101,2024,5,Hardware,69202.08,69227.3,1418.72,Operating Fund,2025-06-30,-25.22,100.04,-0.04,True
4,Information Technology,20231201,2024,6,Hardware,72537.12,69827.15,2354.21,Operating Fund,2025-06-30,2709.97,96.26,3.74,False
4,Information Technology,20240101,2024,7,Hardware,65867.04,61823.48,5729.94,Operating Fund,2025-06-30,4043.56,93.86,6.14,False
4,Information Technology,20240201,2024,8,Hardware,67534.56,65434.97,5823.07,Operating Fund,2025-06-30,2099.59,96.89,3.11,False
4,Information Technology,20240301,2024,9,Hardware,70035.84,65362.46,4762.2,Operating Fund,2025-06-30,4673.38,93.33,6.67,False
4,Information Technology,20240401,2024,10,Hardware,71703.36,68289.89,3956.09,Operating Fund,2025-06-30,3413.47,95.24,4.76,False
4,Information Technology,20240501,2024,11,Hardware,75038.4,75422.71,4844.6,Operating Fund,2025-06-30,-384.31,100.51,-0.51,True
4,Information Technology,20240601,2024,12,Hardware,80874.72,77093.45,2841.19,Operating Fund,2025-06-30,3781.27,95.32,4.68,False
4,Information Technology,20230701,2024,1,Cloud Services,51415.2,51304.29,4123.79,Operating Fund,2025-06-30,110.91,99.78,0.22,False
4,Information Technology,20230801,2024,2,Cloud Services,54194.4,50517.64,3843.48,Operating Fund,2025-06-30,3676.76,93.22,6.78,False
4,Information Technology,20230901,2024,3,Cloud Services,55584.0,53697.0,1877.53,Operating Fund,2025-06-30,1887.0,96.61,3.39,False
4,Information Technology,20231001,2024,4,Cloud Services,56278.8,51465.41,3146.54,Operating Fund,2025-06-30,4813.39,91.45,8.55,False
4,Information Technology,20231101,2024,5,Cloud Services,57668.4,55248.71,3232.47,Operating Fund,2025-06-30,2419.69,95.8,4.2,False
4,Information Technology,20231201,2024,6,Cloud Services,60447.6,55154.61,2029.92,Operating Fund,2025-06-30,5292.99,91.24,8.76,False
4,Information Technology,20240101,2024,7,Cloud Services,54889.2,53761.26,2779.2,Operating Fund,2025-06-30,1127.94,97.95,2.05,False
4,Information Technology,20240201,2024,8,Cloud Services,56278.8,54695.06,1301.4,Operating Fund,2025-06-30,1583.74,97.19,2.81,False
4,Information Technology,20240301,2024,9,Cloud Services,58363.2,57147.63,2923.44,Operating Fund,2025-06-30,1215.57,97.92,2.08,False
4,Information Technology,20240401,2024,10,Cloud Services,59752.8,55920.76,2716.43,Operating Fund,2025-06-30,3832.04,93.59,6.41,False
4,Information Technology,20240501,2024,11,Cloud Services,62532.0,62652.56,1905.12,Operating Fund,2025-06-30,-120.56,100.19,-0.19,True
4,Information Technology,20240601,2024,12,Cloud Services,67395.6,65443.06,4541.82,Operating Fund,2025-06-30,1952.54,97.1,2.9,False
4,Information Technology,20240701,2025,1,Personnel,330336.0,354727.28,24709.61,Operating Fund,2025-06-30,-24391.28,107.38,-7.38,True
4,Information Technology,20240801,2025,2,Personnel,348192.0,390528.14,24341.99,Operating Fund,2025-06-30,-42336.14,112.16,-12.16,True
4,Information Technology,20240901,2025,3,Personnel,357120.0,360607.64,10095.31,Operating Fund,2025-06-30,-3487.64,100.98,-0.98,True
4,Information Technology,20241001,2025,4,Personnel,361584.0,405544.38,26324.87,Operating Fund,2025-06-30,-43960.38,112.16,-12.16,True
4,Information Technology,20241101,2025,5,Personnel,370512.0,391001.55,31045.07,Operating Fund,2025-06-30,-20489.55,105.53,-5.53,True
4,Information Technology,20241201,2025,6,Personnel,388368.0,417840.2,22236.37,Operating Fund,2025-06-30,-29472.2,107.59,-7.59,True
4,Information Technology,20250101,2025,7,Personnel,352656.0,346499.49,13252.74,Operating Fund,2025-06-30,6156.51,98.25,1.75,False
4,Information Technology,20250201,2025,8,Personnel,361584.0,415466.03,22681.43,Operating Fund,2025-06-30,-53882.03,114.9,-14.9,True
4,Information Technology,20250301,2025,9,Personnel,374976.0,406909.28,31322.02,Operating Fund,2025-06-30,-31933.28,108.52,-8.52,True
4,Information Technology,20250401,2025,10,Personnel,383904.0,399560.05,8063.34,Operating Fund,2025-06-30,-15656.05,104.08,-4.08,True
4,Information Technology,20250501,2025,11,Personnel,401760.0,431195.73,17770.3,Operating Fund,2025-06-30,-29435.73,107.33,-7.33,True
4,Information Technology,20250601,2025,12,Personnel,433008.0,456600.23,30540.43,Operating Fund,2025-06-30,-23592.23,105.45,-5.45,True
4,Information Technology,20240701,2025,1,Software,85248.0,91399.59,15540.85,Operating Fund,2025-06-30,-6151.59,107.22,-7.22,True
4,Information Technology,20240801,2025,2,Software,89856.0,97226.45,15061.39,Operating Fund,2025-06-30,-7370.45,108.2,-8.2,True
4,Information Technology,20240901,2025,3,Software,92160.0,99981.61,11367.07,Operating Fund,2025-06-30,-7821.61,108.49,-8.49,True
4,Information Technology,20241001,2025,4,Software,93312.0,104214.45,12930.93,Operating Fund,2025-06-30,-10902.45,111.68,-11.68,True
4,Information Technology,20241101,2025,5,Software,95616.0,105036.39,14794.06,Operating Fund,2025-06-30,-9420.39,109.85,-9.85,True
4,Information Technology,20241201,2025,6,Software,100224.0,110201.56,13481.72,Operating Fund,2025-06-30,-9977.56,109.96,-9.96,True
4,Information Technology,20250101,2025,7,Software,91008.0,94755.76,17232.26,Operating Fund,2025-06-30,-3747.76,104.12,-4.12,True
4,Information Technology,20250201,2025,8,Software,93312.0,104093.7,16374.66,Operating Fund,2025-06-30,-10781.7,111.55,-11.55,True
4,Information Technology,20250301,2025,9,Software,96768.0,100347.46,13769.9,Operating Fund,2025-06-30,-3579.46,103.7,-3.7,True
4,Information Technology,20250401,2025,10,Software,99072.0,97760.49,16782.85,Operating Fund,2025-06-30,1311.51,98.68,1.32,False
4,Information Technology,20250501,2025,11,Software,103680.0,113673.85,18064.06,Operating Fund,2025-06-30,-9993.85,109.64,-9.64,True
4,Information Technology,20250601,2025,12,Software,111744.0,113948.69,16865.88,Operating Fund,2025-06-30,-2204.69,101.97,-1.97,True
4,Information Technology,20240701,2025,1,Hardware,63936.0,72222.79,3060.21,Operating Fund,2025-06-30,-8286.79,112.96,-12.96,True
4,Information Technology,20240801,2025,2,Hardware,67392.0,66511.78,3016.12,Operating Fund,2025-06-30,880.22,98.69,1.31,False
4,Information Technology,20240901,2025,3,Hardware,69120.0,72099.71,5851.43,Operating Fund,2025-06-30,-2979.71,104.31,-4.31,True
4,Information Technology,20241001,2025,4,Hardware,69984.0,75479.87,3112.4,Operating Fund,2025-06-30,-5495.87,107.85,-7.85,True
4,Information Technology,20241101,2025,5,Hardware,71712.0,75444.8,5067.31,Operating Fund,2025-06-30,-3732.8,105.21,-5.21,True
4,Information Technology,20241201,2025,6,Hardware,75168.0,84976.33,5063.32,Operating Fund,2025-06-30,-9808.33,113.05,-13.05,True
4,Information Technology,20250101,2025,7,Hardware,68256.0,72454.71,2236.65,Operating Fund,2025-06-30,-4198.71,106.15,-6.15,True
4,Information Technology,20250201,2025,8,Hardware,69984.0,71654.99,2433.46,Operating Fund,2025-06-30,-1670.99,102.39,-2.39,True
4,Information Technology,20250301,2025,9,Hardware,72576.0,83023.03,1953.26,Operating Fund,2025-06-30,-10447.03,114.39,-14.39,True
4,Information Technology,20250401,2025,10,Hardware,74304.0,75686.16,4599.14,Operating Fund,2025-06-30,-1382.16,101.86,-1.86,True
4,Information Technology,20250501,2025,11,Hardware,77760.0,84956.94,1635.49,Operating Fund,2025-06-30,-7196.94,109.26,-9.26,True
4,Information Technology,20250601,2025,12,Hardware,83808.0,89968.9,3938.88,Operating Fund,2025-06-30,-6160.9,107.35,-7.35,True
4,Information Technology,20240701,2025,1,Cloud Services,53280.0,56852.62,9082.66,Operating Fund,2025-06-30,-3572.62,106.71,-6.71,True
4,Information Technology,20240801,2025,2,Cloud Services,56160.0,62963.53,10517.37,Operating Fund,2025-06-30,-6803.53,112.11,-12.11,True
4,Information Technology,20240901,2025,3,Cloud Services,57600.0,56778.18,6972.02,Operating Fund,2025-06-30,821.82,98.57,1.43,False
4,Information Technology,20241001,2025,4,Cloud Services,58320.0,63471.14,9628.41,Operating Fund,2025-06-30,-5151.14,108.83,-8.83,True
4,Information Technology,20241101,2025,5,Cloud Services,59760.0,64084.67,7450.23,Operating Fund,2025-06-30,-4324.67,107.24,-7.24,True
4,Information Technology,20241201,2025,6,Cloud Services,62640.0,65797.82,7823.94,Operating Fund,2025-06-30,-3157.82,105.04,-5.04,True
4,Information Technology,20250101,2025,7,Cloud Services,56880.0,59613.36,8856.44,Operating Fund,2025-06-30,-2733.36,104.81,-4.81,True
4,Information Technology,20250201,2025,8,Cloud Services,58320.0,60262.39,11530.58,Operating Fund,2025-06-30,-1942.39,103.33,-3.33,True
4,Information Technology,20250301,2025,9,Cloud Services,60480.0,67651.5,11262.56,Operating Fund,2025-06-30,-7171.5,111.86,-11.86,True
4,Information Technology,20250401,2025,10,Cloud Services,61920.0,70112.84,11840.41,Operating Fund,2025-06-30,-8192.84,113.23,-13.23,True
4,Information Technology,20250501,2025,11,Cloud Services,64800.0,70170.29,7873.12,Operating Fund,2025-06-30,-5370.29,108.29,-8.29,True
4,Information Technology,20250601,2025,12,Cloud Services,69840.0,72641.65,12997.96,Operating Fund,2025-06-30,-2801.65,104.01,-4.01,True
5,College of Liberal Arts,20230701,2024,1,Personnel,509153.3,453016.85,19927.22,Academic Operating Fund,2025-06-30,56136.45,88.97,11.03,False
5,College of Liberal Arts,20230801,2024,2,Personnel,536675.1,519320.22,47996.9,Academic Operating Fund,2025-06-30,17354.88,96.77,3.23,False
5,College of Liberal Arts,20230901,2024,3,Personnel,550436.0,544024.25,16891.59,Academic Operating Fund,2025-06-30,6411.75,98.84,1.16,False
5,College of Liberal Arts,20231001,2024,4,Personnel,557316.45,514857.78,25500.6,Academic Operating Fund,2025-06-30,42458.67,92.38,7.62,False
5,College of Liberal Arts,20231101,2024,5,Personnel,571077.35,540771.03,50768.46,Academic Operating Fund,2025-06-30,30306.32,94.69,5.31,False
5,College of Liberal Arts,20231201,2024,6,Personnel,598599.15,558883.29,38098.94,Academic Operating Fund,2025-06-30,39715.86,93.37,6.63,False
5,College of Liberal Arts,20240101,2024,7,Personnel,543555.55,490432.18,36425.38,Academic Operating Fund,2025-06-30,53123.37,90.23,9.77,False
5,College of Liberal Arts,20240201,2024,8,Personnel,557316.45,467111.06,47826.95,Academic Operating Fund,2025-06-30,90205.39,83.81,16.19,False
5,College of Liberal Arts,20240301,2024,9,Personnel,577957.8,510367.6,38911.92,Academic Operating Fund,2025-06-30,67590.2,88.31,11.69,False
5,College of Liberal Arts,20240401,2024,10,Personnel,591718.7,570019.14,34917.68,Academic Operating Fund,2025-06-30,21699.56,96.33,3.67,False
5,College of Liberal Arts,20240501,2024,11,Personnel,619240.5,582265.13,24456.99,Academic Operating Fund,2025-06-30,36975.37,94.03,5.97,False
5,College of Liberal Arts,20240601,2024,12,Personnel,667403.65,613347.71,16821.85,Academic Operating Fund,2025-06-30,54055.94,91.9,8.1,False
5,College of Liberal Arts,20230701,2024,1,Instructional Supplies,131394.4,116082.62,11416.36,Academic Operating Fund,2025-06-30,15311.78,88.35,11.65,False
5,College of Liberal Arts,20230801,2024,2,Instructional Supplies,138496.8,129201.67,6721.45,Academic Operating Fund,2025-06-30,9295.13,93.29,6.71,False
5,College of Liberal Arts,20230901,2024,3,Instructional Supplies,142048.0,130464.8,4132.56,Academic Operating Fund,2025-06-30,11583.2,91.85,8.15,False
5,College of Liberal Arts,20231001,2024,4,Instructional Supplies,143823.6,139328.15,6920.17,Academic Operating Fund,2025-06-30,4495.45,96.87,3.13,False
5,College of Liberal Arts,20231101,2024,5,Instructional Supplies,147374.8,135986.13,12105.46,Academic Operating Fund,2025-06-30,11388.67,92.27,7.73,False
5,College of Liberal Arts,20231201,2024,6,Instructional Supplies,154477.2,145160.21,7536.33,Academic Operating Fund,2025-06-30,9316.99,93.97,6.03,False
5,College of Liberal Arts,20240101,2024,7,Instructional Supplies,140272.4,128619.27,4926.44,Academic Operating Fund,2025-06-30,11653.13,91.69,8.31,False
5,College of Liberal Arts,20240201,2024,8,Instructional Supplies,143823.6,139841.95,7879.15,Academic Operating Fund,2025-06-30,3981.65,97.23,2.77,False
5,College of Liberal Arts,20240301,2024,9,Instructional Supplies,149150.4,131231.17,5524.02,Academic Operating Fund,2025-06-30,17919.23,87.99,12.01,False
5,College of Liberal Arts,20240401,2024,10,Instructional Supplies,152701.6,129659.49,11288.12,Academic Operating Fund,2025-06-30,23042.11,84.91,15.09,False
